export_country,import_country,value_thousand_USD,quantity_metric_tons,year
Chile,Estonia,3353.6800082911946,1670.4021600544997,2018
Chile,Fiji,410.06231132556974,129.67702462443643,2018
Chile,Finland,29792.73738482088,13416.242309782652,2018
Chile,Fr. South Antarctic Terr.,74.465,19.372,2018
Chile,France,42671.38538695478,16697.546264085035,2018
Chile,French Polynesia,193.005,57.52,2018
Chile,Gabon,82.8,31.743000000000002,2018
Chile,Georgia,30.733,9.901,2018
Chile,Germany,60500.70571279049,39895.059639956904,2018
Chile,Ghana,172.4706663286958,53.75594761522463,2018
Chile,Greece,227.54855323849398,28.882714897613603,2018
Chile,Greenland,661.697,145.09,2018
Chile,Grenada,294.253,101.907,2018
Chile,Guam,84.965,31.194000000000003,2018
Chile,Guatemala,3759.658,1301.671,2018
Chile,Guyana,188.4158535058779,52.50287241367256,2018
Chile,Haiti,505.66799999999995,223.967,2018
Chile,Honduras,1342.128,480.427,2018
Chile,Hungary,134.507346334187,26.608000642603002,2018
Chile,Iceland,2253.876622564137,667.3549612399485,2018
Chile,India,2079.7271792153833,734.0219252859702,2018
Chile,Indonesia,1517.8963445155155,437.42961942162293,2018
Chile,Iraq,226.893,61.571999999999996,2018
Chile,Ireland,47900.92083188111,15070.5501966219,2018
Chile,Israel,1177.20838805025,430.116134598728,2018
Chile,Italy,1124.092843894,363.101750564944,2018
Chile,Jamaica,919.2610000000001,349.056,2018
Chile,Japan,182934.445841982,80981.62572304976,2018
Chile,Jordan,328.5518413581124,73.43115615987122,2018
Chile,Kazakhstan,372.151438828145,424.26250561044,2018
Chile,Kenya,1063.7293694621565,487.2141072025571,2018
Chile,Kuwait,15.96,6.3,2018
Chile,Kyrgyzstan,37.9774952650474,20.9254542186315,2018
Chile,Lao People's Dem. Rep.,280.80899999999997,90.375,2018
Chile,Latvia,6963.946729173029,1565.423621524831,2018
Chile,Lebanon,108.012501056914,22.135091700271303,2018
Chile,Liberia,578.0809999999999,239.255,2018
Chile,Lithuania,3190.579184788544,1039.2604143538824,2018
Chile,Madagascar,34.0,33.69,2018
Chile,Malaysia,6093.636328316227,1258.245378824952,2018
Chile,Maldives,469.80779633716384,127.95332671189962,2018
Chile,Malta,1109.64475448379,364.526283010003,2018
Chile,Mauritius,300.294252010124,97.1499096895257,2018
Chile,Mexico,48848.446849230066,23333.01335099397,2018
Chile,Mongolia,180.00671227505293,69.62418957140765,2018
Chile,Montenegro,19.574,2.807,2018
Chile,Morocco,64.0855683002288,29.1009075745919,2018
Chile,Mozambique,2054.56427968353,1347.22496611052,2018
Chile,Myanmar,123.08681942187971,28.275282226355802,2018
Chile,Nepal,199.67700000000002,64.359,2018
Chile,Netherlands,103528.65511563832,39071.90752448784,2018
Chile,New Caledonia,42.648,16.254,2018
Chile,New Zealand,1914.720201404542,1416.7938464927333,2018
Chile,Nicaragua,1035.8481395182023,441.3868256495289,2018
Chile,Nigeria,2512.59386800263,873.3858595428001,2018
Chile,Norway,11539.298040791904,5240.996033562181,2018
Chile,Oman,31.2,24.0,2018
Chile,"Other Asia, nes",10696.281301425108,2521.5574454807547,2018
Chile,Panama,7912.075999999999,2840.831,2018
Chile,Paraguay,18004.894725501705,6972.067381195143,2018
Chile,Peru,8452.582890434032,3008.7190238054495,2018
Chile,Philippines,4623.8445740468005,1366.0024313519648,2018
Chile,Poland,16544.125141670305,6345.440145455019,2018
Chile,Portugal,298.502308731928,55.10257707626153,2018
Chile,Qatar,837.1393310247091,223.596978191808,2018
Chile,Rep. of Korea,45392.04523397441,11102.918009892175,2018
Chile,Rep. of Moldova,6.916,1.806,2018
Chile,Romania,367.977770612295,137.22526400357322,2018
Chile,Russian Federation,29934.214958855664,16190.657087135132,2018
Chile,Saint Kitts and Nevis,102.735,40.257,2018
Chile,Saint Lucia,431.048,155.37,2018
Chile,Saint Vincent and the Grenadines,192.4805153062424,44.1245139651752,2018
Chile,Saudi Arabia,24.549,3.622,2018
Chile,Serbia,77.709,23.714000000000002,2018
Chile,Seychelles,154.531,55.606,2018
Chile,Singapore,9448.390397795487,2714.8754694409563,2018
Chile,Slovakia,517.817306005748,147.464989771217,2018
Chile,Slovenia,225.5846670806,60.69371657044121,2018
Chile,So. African Customs Union,225.2632210158874,79.74406693921749,2018
Chile,Spain,6125.548351552101,5128.9398654894585,2018
Chile,Sri Lanka,1197.9560000000001,427.311,2018
Chile,Suriname,146.522449939431,26.9153335270714,2018
Chile,Sweden,26996.68316396541,10740.574342470725,2018
Chile,Switzerland,8713.98337729711,2170.750514161511,2018
Chile,Thailand,5919.889315894699,1888.0984822037674,2018
Chile,Tonga,10.149,2.997,2018
Chile,Trinidad and Tobago,311.558,90.021,2018
Chile,Turkey,1132.1801334897,437.515882079932,2018
Chile,Turks and Caicos Isds,228.312,53.95,2018
Chile,USA,222111.7347835008,111058.63002185986,2018
Chile,Uganda,78.49990478390859,28.9542829634711,2018
Chile,Ukraine,3703.3337182426712,1738.2369128930047,2018
Chile,United Arab Emirates,5307.590418715355,1540.3543598587587,2018
Chile,United Kingdom,202752.3665680468,107993.72067073203,2018
Chile,United Rep. of Tanzania,12.439,10.495,2018
Chile,Uruguay,7202.956478598267,1795.6286573873444,2018
Chile,Uzbekistan,25.691,13.747,2018
Chile,Venezuela,919.517,321.45300000000003,2018
Chile,Viet Nam,15412.957999999999,5277.5689999999995,2018
Chile,Zambia,67.4049032359338,14.433338082929401,2018
China,Algeria,9.545,2.4419999999999997,2018
China,Andorra,14.571,0.037000000000000005,2018
China,Angola,8.668,25.131,2018
China,Argentina,15.1134469030425,2.38022406878213,2018
China,Australia,1803.3484226289897,107.074031842467,2018
China,Austria,24.711,5.413,2018
China,Belgium-Luxembourg,117.77923534333382,43.23758682196961,2018
China,Benin,11.57,15.207999999999998,2018
China,Brunei Darussalam,2.153,0.036000000000000004,2018
China,Burkina Faso,15.466000000000001,141.866,2018
China,Burundi,42.082,2.389,2018
China,Canada,35.4818526563324,1.43901803020538,2018
China,"China, Hong Kong SAR",351299.3369331902,4676.631056231101,2018
China,"China, Macao SAR",510.89,71.994,2018
China,Czechia,22.203000000000003,4.98,2018
China,Dem. People's Rep. of Korea,744.91,221.51399999999998,2018
China,Denmark,806.08,123.279,2018
China,Estonia,9.603,0.495,2018
China,Fiji,932.798,9.765,2018
China,Finland,24.50851333749133,7.768042645264391,2018
China,France,2076.618371217854,312.0629130778382,2018
China,Germany,188.0561211598082,74.32971169364829,2018
China,Ghana,31.666999999999998,30.475,2018
China,Guyana,9.826,7.996,2018
China,India,10.908,0.54,2018
China,Ireland,48.506,3.841,2018
China,Israel,2.423,0.6940000000000001,2018
China,Italy,75.5051590082532,13.469484128868041,2018
China,Japan,271.764551958861,69.3561445841417,2018
China,Kazakhstan,387.858,17.201,2018
China,Kenya,357.562,19.341,2018
China,Lithuania,6.417000000000001,0.7559999999999999,2018
China,Malaysia,332.106526370345,105.439,2018
China,Maldives,3.718,0.281,2018
China,Mauritius,7.337000000000001,0.975,2018
China,Mexico,14.745999999999999,1.7109999999999999,2018
China,Mongolia,191.953,1.921,2018
China,Myanmar,876.872,325.918,2018
China,Nepal,1.6380000000000001,1.272,2018
China,Netherlands,239.75249426119302,73.47356980749109,2018
China,New Zealand,90.5226109774208,9.24251990878329,2018
China,Nigeria,735.3369999999999,222.029,2018
China,Norway,1.68,0.013999999999999999,2018
China,"Other Asia, nes",127.282400479787,22.7999193425292,2018
China,Palau,3.205,0.598,2018
China,Panama,34.898,18.567,2018
China,Peru,45.995999999999995,63.772000000000006,2018
China,Philippines,54.021835697819796,9.93471344206149,2018
China,Poland,73.8159822271116,12.730343738718501,2018
China,Portugal,3.465,0.247,2018
China,Rep. of Korea,81.783877306341,58.1588374591685,2018
China,Russian Federation,9.79,2.2680000000000002,2018
China,Senegal,38.355,15.925999999999998,2018
China,Singapore,889.6187364215651,53.45055569885855,2018
China,So. African Customs Union,15.2025461171863,13.945811145670099,2018
China,Solomon Isds,1.271,0.06,2018
China,Spain,333.829645510185,157.983334240516,2018
China,Suriname,2.017,1.122,2018
China,Switzerland,277.684935882743,23.995003565285103,2018
China,Thailand,27.012534189228504,8.731548945637162,2018
China,USA,785.1077978305229,133.87212630338752,2018
China,Uganda,12.993,2.965,2018
China,United Arab Emirates,625.8529247254158,21.70600211109274,2018
China,United Kingdom,248.6448206972932,45.371516824030735,2018
China,United Rep. of Tanzania,5.9,1.975,2018
China,Viet Nam,135.648,8.256,2018
China,Zambia,41.256,2.872,2018
China,Zimbabwe,12.731,4.458,2018
"China, Hong Kong SAR",Australia,262.847082600626,63.7283510609679,2018
"China, Hong Kong SAR",Bahrain,4.128,0.08900000000000001,2018
"China, Hong Kong SAR",Barbados,2.443,0.597,2018
"China, Hong Kong SAR",Belgium-Luxembourg,4.691,0.365,2018
"China, Hong Kong SAR",Brunei Darussalam,1.33,0.039,2018
"China, Hong Kong SAR",Cambodia,530.469,23.159000000000002,2018
"China, Hong Kong SAR",Canada,46.9741286289252,4.36057498454328,2018
"China, Hong Kong SAR",China,18753.190686696104,2066.22385444093,2018
"China, Hong Kong SAR","China, Macao SAR",36201.922999999995,1288.068,2018
"China, Hong Kong SAR",Denmark,2772.3049840368903,116.81461350967548,2018
"China, Hong Kong SAR",France,28.113516344076398,6.2080497129544,2018
"China, Hong Kong SAR",Germany,10.2316492391065,0.614378282786838,2018
"China, Hong Kong SAR",Ghana,28.409000000000002,15.773,2018
"China, Hong Kong SAR",India,17.814496478111803,2.3140902031133797,2018
"China, Hong Kong SAR",Italy,675.641365917897,9.89539562380978,2018
"China, Hong Kong SAR",Japan,311.7814241359338,1.9956017959207135,2018
"China, Hong Kong SAR",Malaysia,1678.6932457413698,80.3015402439358,2018
"China, Hong Kong SAR",Maldives,25.883,1.121,2018
"China, Hong Kong SAR",N. Mariana Isds,509.88800000000003,2.5380000000000003,2018
"China, Hong Kong SAR",Netherlands,1.11876880114978,0.198718381467316,2018
"China, Hong Kong SAR",New Zealand,156.5993276626316,9.547,2018
"China, Hong Kong SAR","Other Asia, nes",132.2876386792154,1.4739745908217619,2018
"China, Hong Kong SAR",Philippines,31.5552252022406,1.3856641922099828,2018
"China, Hong Kong SAR",Rep. of Korea,67.88573383198221,3.2894896320307696,2018
"China, Hong Kong SAR",Singapore,854.772541386564,33.33366152240447,2018
"China, Hong Kong SAR",So. African Customs Union,62.519999999999996,3.351,2018
"China, Hong Kong SAR",Suriname,1.149,0.848,2018
"China, Hong Kong SAR",Switzerland,756.7356276372901,1.268731741452882,2018
"China, Hong Kong SAR",Thailand,28.3523423814006,1.1680939771358,2018
"China, Hong Kong SAR",USA,526.2111213050981,30.0902258628552,2018
"China, Hong Kong SAR",United Arab Emirates,30.535999999999998,1.911,2018
"China, Hong Kong SAR",United Kingdom,38.992294086510974,0.17634652093538522,2018
"China, Hong Kong SAR",Viet Nam,3046.9570000000003,113.135,2018
"China, Macao SAR","China, Hong Kong SAR",8999.988,240.60199999999998,2018
"China, Macao SAR",Malaysia,27.956999999999997,0.152,2018
"China, Macao SAR",Philippines,1.965,0.18,2018
Colombia,France,49.163999999999994,19.56,2018
Colombia,Mexico,1.3752086816738303,0.404837061576411,2018
Colombia,Norway,6.361000000000001,0.168,2018
Colombia,Spain,4.725,0.675,2018
Colombia,USA,30.346,5.355,2018
Costa Rica,Malaysia,21.767,5.443,2018
Costa Rica,USA,197.843,39.906,2018
Costa Rica,Venezuela,14.325,15.0,2018
Croatia,Albania,3.52,0.33299999999999996,2018
Croatia,Australia,72.84127368052752,10.032170105520017,2018
Croatia,Austria,722.710405153307,327.680373133775,2018
Croatia,Belarus,22.002,2.025,2018
Croatia,Belgium-Luxembourg,508.10418619189204,79.27190274604321,2018
Croatia,Bosnia Herzegovina,5510.020396525892,1685.0262210607877,2018
Croatia,Bulgaria,51.8974133977392,10.537267308593359,2018
Croatia,Canada,247.289831438064,41.385000000000005,2018
Croatia,China,94.3920369638221,18.6631253145138,2018
Croatia,"China, Hong Kong SAR",32.9279145025789,2.9743953001952703,2018
Croatia,Czechia,846.3241923570639,1039.3980389204999,2018
Croatia,Denmark,31.191202083320796,2.8998517626602203,2018
Croatia,Estonia,3.853,0.674,2018
Croatia,Finland,21.7413590776058,2.44586324005603,2018
Croatia,France,37.3318410045566,7.481789204726519,2018
Croatia,Germany,3022.009140683059,991.916927885102,2018
Croatia,Greece,12.084000000000001,0.12300000000000001,2018
Croatia,Hungary,12.2109524353522,3.0719935498394197,2018
Croatia,Iceland,5.74724752419546,0.507728374044863,2018
Croatia,Ireland,32.427145930566695,7.5188383849671,2018
Croatia,Italy,430.4810674565541,288.92475255515495,2018
Croatia,Jamaica,7.297999999999999,1.662,2018
Croatia,Japan,206.26153089737213,30.012007581245303,2018
Croatia,Mexico,19.315393404631003,2.35112055467454,2018
Croatia,Montenegro,1586.7074741728136,260.8503091007969,2018
Croatia,Netherlands,524.825062869658,37.114389683688806,2018
Croatia,Norway,175.11127180225,18.4359817823963,2018
Croatia,"Other Asia, nes",3.1962567309237997,0.474708301521796,2018
Croatia,Poland,285.08447666382705,72.70120163054871,2018
Croatia,Rep. of Korea,31.320004463067605,2.929,2018
Croatia,Romania,43.2326340307847,12.9534887964056,2018
Croatia,Russian Federation,38.385340857614004,2.04064470849141,2018
Croatia,Serbia,1122.8979866222087,169.2051968340972,2018
Croatia,Singapore,192.024602910865,3.86889502890807,2018
Croatia,Slovakia,188.51668514059648,275.33587026150155,2018
Croatia,Slovenia,923.41460213503,244.22697866271287,2018
Croatia,Spain,198.94497329764246,8.38380521833524,2018
Croatia,Sweden,169.638953010227,40.5552795882008,2018
Croatia,Switzerland,435.61237280080485,46.953601615865324,2018
Croatia,TFYR of Macedonia,51.67427522228851,62.361084131190104,2018
Croatia,USA,964.1007559081601,122.0299420456,2018
Croatia,Ukraine,16.5301351463883,3.12551512514775,2018
Croatia,United Kingdom,113.844631803826,20.3187042401644,2018
Cuba,Czechia,10.43,2.885,2018
Cuba,Maldives,4.805,0.952,2018
Cuba,Morocco,8.512,2.2359999999999998,2018
Curaçao,Aruba,68.12899999999999,15.557,2018
Curaçao,Netherlands,1.094,0.19,2018
Curaçao,Saint Vincent and the Grenadines,106.244,7.2459999999999996,2018
Cyprus,Australia,160.39386995688102,52.738,2018
Cyprus,Canada,10.5481595184338,0.9333079457525609,2018
Cyprus,China,1454.3430107760798,224.28959390706103,2018
Cyprus,"China, Hong Kong SAR",6.3072959267536,0.40429404081251796,2018
Cyprus,Denmark,4.08671629409035,1.1777223301734598,2018
Cyprus,Estonia,154.23633940834395,120.05112714875199,2018
Cyprus,Finland,2.246,1.4180000000000001,2018
Cyprus,France,18.961314618928096,4.955,2018
Cyprus,Germany,56.9378186197464,11.34849075334604,2018
Cyprus,Greece,175.947695815045,31.55258696443221,2018
Cyprus,Ireland,47.66,15.527999999999999,2018
Cyprus,Israel,23.1750865482907,2.92834292719125,2018
Cyprus,Italy,85.133,1.6369999999999998,2018
Cyprus,Japan,27.0644557501264,5.47023351819867,2018
Cyprus,Kenya,425.556238375879,227.430144861054,2018
Cyprus,Lebanon,2.64360875846058,2.46551525221396,2018
Cyprus,Netherlands,56.51069223500031,7.636068626156952,2018
Cyprus,Norway,6.223,0.46799999999999997,2018
Cyprus,"Other Asia, nes",57.751481324135895,5.94346715283976,2018
Cyprus,Poland,44.845,15.508,2018
Cyprus,Qatar,1.726,0.249,2018
Cyprus,Romania,20.078,3.469,2018
Cyprus,Russian Federation,170.90599999999998,174.295,2018
Cyprus,Slovakia,13.343,15.048,2018
Cyprus,Spain,20.498062540783998,0.5297829360208051,2018
Cyprus,Sweden,6.90251392401577,0.469683850839815,2018
Cyprus,Switzerland,46.9927082321321,6.45656214623201,2018
Cyprus,USA,137.524095497194,14.730769099996,2018
Cyprus,Uganda,10.981,3.158,2018
Cyprus,Ukraine,200.422,13.733,2018
Cyprus,United Kingdom,152.68874350856413,9.56218316827459,2018
Czechia,Afghanistan,4.093,0.37799999999999995,2018
Czechia,Australia,32.619,8.568999999999999,2018
Czechia,Austria,874.5518695091815,115.30632228656762,2018
Czechia,Belarus,24.173509018459896,4.599,2018
Czechia,Belgium-Luxembourg,431.0585422045834,71.87020363550546,2018
Czechia,Bulgaria,479.0635815414363,214.139326998634,2018
Czechia,Canada,605.805242723394,210.01097227335578,2018
Czechia,China,516.9476689257059,82.97803076084034,2018
Czechia,"China, Hong Kong SAR",3.877,1.033,2018
Czechia,Croatia,206.9351587780107,67.24521101549482,2018
Czechia,Denmark,185.25212989547867,22.72897731768819,2018
Czechia,Estonia,55.4884573336375,6.25494150110759,2018
Czechia,Finland,37.9349411326452,8.818863725177659,2018
Czechia,France,108.776675729627,9.54832054215913,2018
Czechia,Germany,7929.822842228462,1269.9965899195115,2018
Czechia,Greece,73.8062061178309,49.807365363305095,2018
Czechia,Hungary,740.2472741438957,422.0698330921933,2018
Czechia,Iceland,1.37,0.342,2018
Czechia,India,2.662,0.369,2018
Czechia,Indonesia,11.982000000000001,1.1840000000000002,2018
Czechia,Ireland,14.564000000000002,1.3679999999999999,2018
Czechia,Italy,349.09634460041997,11.67922587255922,2018
Czechia,Japan,71.68691112372609,5.71155959593696,2018
Czechia,Jordan,2.019,0.19399999999999998,2018
Czechia,Kazakhstan,2.334,0.428,2018
Czechia,Latvia,141.5474147906644,41.2032310880034,2018
Czechia,Lithuania,71.31850269035259,46.9227003106324,2018
Czechia,Maldives,4.757,1.452,2018
Czechia,Mexico,5.949,0.491,2018
Czechia,Mongolia,158.968,84.936,2018
Czechia,Myanmar,1.609,0.162,2018
Czechia,Netherlands,166.62446015887087,31.1078384756894,2018
Czechia,Norway,51.82853475500849,5.572330332618812,2018
Czechia,"Other Asia, nes",5.57074703518889,0.6271448077968609,2018
Czechia,Pakistan,1.335,0.077,2018
Czechia,Poland,4430.36234089845,1872.3068745002618,2018
Czechia,Portugal,9.363,2.569,2018
Czechia,Qatar,22.284000000000002,5.952000000000001,2018
Czechia,Rep. of Korea,73.9319238388177,4.79214974896639,2018
Czechia,Rep. of Moldova,38.104,47.217,2018
Czechia,Romania,1349.133236516804,434.98622655199716,2018
Czechia,Russian Federation,38.596868170128154,4.82342912312347,2018
Czechia,Serbia,11.651,1.736,2018
Czechia,Slovakia,10735.806429192638,5509.997775091524,2018
Czechia,Slovenia,19.35293850515557,3.577821838313085,2018
Czechia,So. African Customs Union,2.7665089252777704,0.290901692040159,2018
Czechia,Spain,14.644176805089803,3.421077884027314,2018
Czechia,Sweden,26.945999999999998,4.948,2018
Czechia,Switzerland,651.1068783351593,42.081603435823105,2018
Czechia,USA,707.2268167238899,158.69868106787925,2018
Czechia,Ukraine,33.1694149162289,2.45217470887501,2018
Czechia,United Arab Emirates,1.304,0.28600000000000003,2018
Czechia,United Kingdom,543.0087642263031,79.90402973495367,2018
Czechia,Viet Nam,14.818,3.866,2018
Côte d'Ivoire,Belgium-Luxembourg,3.509,1.072,2018
Côte d'Ivoire,Burkina Faso,66.00480091303871,49.778399454418704,2018
Côte d'Ivoire,Cameroon,1.805,0.5,2018
Côte d'Ivoire,France,6.630000000000001,1.204,2018
Côte d'Ivoire,Ghana,20.91,18.758,2018
Côte d'Ivoire,Liberia,10.807,0.495,2018
Côte d'Ivoire,United Kingdom,119.33500000000001,64.38,2018
Dem. Rep. of the Congo,Burundi,1.476,0.215,2018
Denmark,Afghanistan,4.044,0.23,2018
Denmark,Algeria,23.377,1.069,2018
Denmark,Armenia,4.308,0.08800000000000001,2018
Denmark,Australia,91.1743712105231,5.5337961917887295,2018
Denmark,Austria,233.988,41.214,2018
Denmark,Azerbaijan,30.819,1.478,2018
Denmark,Bangladesh,34.933,2.735,2018
Denmark,Barbados,1.296,0.36200000000000004,2018
Denmark,Belarus,27.948999999999998,1.775,2018
Denmark,Belgium-Luxembourg,238.19586138291666,26.9804004512924,2018
Denmark,Brazil,117.63499999999999,3.355,2018
Denmark,Bulgaria,11.733959612245801,5.44938889943941,2018
Denmark,Burundi,6.463,0.313,2018
Denmark,Cambodia,2.657,0.54,2018
Denmark,Canada,1.6497367214411298,0.0372863083839682,2018
Denmark,China,308.779841012795,9.534208496811061,2018
Denmark,"China, Hong Kong SAR",11989.436542501015,187.97196013967672,2018
Denmark,"China, Macao SAR",57.203,2.988,2018
Denmark,Cyprus,210.07,19.61,2018
Denmark,Czechia,440.9209497795789,231.1024830903006,2018
Denmark,Egypt,157.66199999999998,6.732,2018
Denmark,Eritrea,1.91,0.062,2018
Denmark,Estonia,2453.731960601623,689.1926800758931,2018
Denmark,Ethiopia,34.123999999999995,2.441,2018
Denmark,Falkland Isds (Malvinas),35.143,0.06,2018
Denmark,Finland,3308.458154448806,626.4187211058611,2018
Denmark,France,6901.820694499819,294.1745836977068,2018
Denmark,Georgia,5.861000000000001,0.10800000000000001,2018
Denmark,Germany,40540.261530602496,15029.205170780557,2018
Denmark,Greece,16.31032469294948,0.9541387590344268,2018
Denmark,Greenland,391.2513329056733,34.54263501322083,2018
Denmark,Guyana,1.4258895678693,0.161399680850496,2018
Denmark,Hungary,28.470000000000002,4.129,2018
Denmark,Iceland,570.219917411849,121.58481541266971,2018
Denmark,India,16.331,0.848,2018
Denmark,Indonesia,47.807,2.527,2018
Denmark,Iran,127.179,6.610000000000001,2018
Denmark,Iraq,2373.22,53.9,2018
Denmark,Ireland,539.63386200092,118.1696536398704,2018
Denmark,Italy,448.22081416729907,31.238502127339814,2018
Denmark,Japan,265.0945861221136,1.270652914214787,2018
Denmark,Jordan,29.942,1.8190000000000002,2018
Denmark,Kazakhstan,31.561000000000003,1.8070000000000002,2018
Denmark,Kenya,37.88561234922871,1.710729492620393,2018
Denmark,Kyrgyzstan,21.499,1.255,2018
Denmark,Latvia,952.6030940826648,247.48036071597917,2018
Denmark,Lithuania,3750.5765028663845,696.4523573193188,2018
Denmark,Madagascar,2.827,0.082,2018
Denmark,Malaysia,55.05,4.737,2018
Denmark,Maldives,1.9769999999999999,0.534,2018
Denmark,Mali,17.578,0.891,2018
Denmark,Malta,42.751,7.037,2018
Denmark,Mauritania,101.20000000000002,4.359999999999999,2018
Denmark,Mongolia,12.137,0.488,2018
Denmark,Morocco,13.844758558354098,1.22044629841169,2018
Denmark,Netherlands,1693.8445934544575,350.4660018046651,2018
Denmark,Nigeria,7.35331975845728,0.2440293254442467,2018
Denmark,Norway,1085.4180795984507,308.0286443273777,2018
Denmark,"Other Asia, nes",131.5794670711765,11.905756351630671,2018
Denmark,Pakistan,240.88007018479428,11.654459861056687,2018
Denmark,Philippines,59.1195035786145,23.524606611386233,2018
Denmark,Poland,1880.8755981068848,546.9865664699855,2018
Denmark,Portugal,312.3196152485599,9.62277477554225,2018
Denmark,Qatar,33.644,1.315,2018
Denmark,Rep. of Korea,28.200416002426604,1.167870707839338,2018
Denmark,Romania,13.10031793580611,0.5050755487608061,2018
Denmark,Russian Federation,848.8256047266469,48.87564742365339,2018
Denmark,Rwanda,5.811999999999999,0.19,2018
Denmark,Saudi Arabia,72.184,3.3890000000000002,2018
Denmark,Senegal,48.105,1.9229999999999998,2018
Denmark,Serbia,23.189337456313517,1.0788405979468139,2018
Denmark,Singapore,330.209377107911,1.5747581253171359,2018
Denmark,So. African Customs Union,14.066117216777101,0.784684686228556,2018
Denmark,South Sudan,3.762,0.092,2018
Denmark,Spain,437.8058072264393,82.52153425066271,2018
Denmark,Sri Lanka,20.021,1.223,2018
Denmark,State of Palestine,1.136,0.298,2018
Denmark,Sudan,79.056,4.409,2018
Denmark,Sweden,22779.921136288598,4716.415188949497,2018
Denmark,Switzerland,2833.1322310115884,64.35381651240876,2018
Denmark,Tajikistan,43.922,2.2969999999999997,2018
Denmark,Thailand,135.77561711547256,7.617193903200494,2018
Denmark,Tunisia,22.863,1.192,2018
Denmark,Turkey,139.99800000000002,62.613,2018
Denmark,Turkmenistan,42.472,2.824,2018
Denmark,USA,4586.822336791451,67.5735562533371,2018
Denmark,Uganda,5.409000000000001,0.45299999999999996,2018
Denmark,Ukraine,90.422,34.18,2018
Denmark,United Arab Emirates,4.83192238031395,0.49052025908268826,2018
Denmark,United Kingdom,22917.770274264047,421.2307422679318,2018
Denmark,United Rep. of Tanzania,84.339,12.018,2018
Denmark,Uzbekistan,116.14099999999999,6.392,2018
Denmark,Venezuela,2.737,0.14400000000000002,2018
Denmark,Viet Nam,62.113,10.571000000000002,2018
Denmark,Zimbabwe,12.73829505121158,0.643632162922649,2018
Dominica,Saint Vincent and the Grenadines,20.195,2.095,2018
Dominican Rep.,Morocco,20.674,5.431,2018
Dominican Rep.,Portugal,5.882000000000001,0.6759999999999999,2018
Dominican Rep.,Switzerland,3.662,1.151,2018
Dominican Rep.,USA,362.587,147.672,2018
Ecuador,China,41.843999999999994,13.23,2018
Ecuador,Costa Rica,20.058,12.894,2018
Ecuador,Ireland,11.14,1.89,2018
Ecuador,Spain,118.61200000000001,8.689,2018
Ecuador,USA,39.7862717322661,13.351751552172388,2018
Egypt,"China, Hong Kong SAR",23.392,0.84,2018
Egypt,France,1.83,1.65,2018
Egypt,Ghana,46.839,39.466,2018
Egypt,United Rep. of Tanzania,2.427,2.189,2018
Equatorial Guinea,Spain,1585.759,4897.6,2018
Eritrea,Ireland,1.069,0.563,2018
Estonia,"China, Hong Kong SAR",20.381,23.285,2018
Estonia,Denmark,41.5251075486202,1.56632039723535,2018
Estonia,Finland,9053.494968931824,1751.6326936949815,2018
Estonia,Georgia,32.787,9.318999999999999,2018
Estonia,Germany,126.18935923501331,27.83276558454882,2018
Estonia,Italy,73.015106735124,9.134505111402788,2018
Estonia,Latvia,9332.306319950745,2114.751732276615,2018
Estonia,Lithuania,3705.3254798334747,551.8630103309088,2018
Estonia,Netherlands,40.0079122123536,11.88675289801775,2018
Estonia,Norway,8.386000000000001,0.314,2018
Estonia,Poland,30.802,11.462,2018
Estonia,Portugal,1.188,0.113,2018
Estonia,Russian Federation,3580.8736435000033,1382.53645440384,2018
Estonia,Singapore,41.847345748569005,0.0169845056092752,2018
Estonia,Slovakia,3.5660000000000003,0.39,2018
Estonia,Slovenia,32.66,9.350999999999999,2018
Estonia,Spain,34.80665176314435,24.930975091405777,2018
Estonia,Sweden,1010.0599960407649,263.252528943161,2018
Estonia,Tajikistan,18.136,0.048,2018
Estonia,United Kingdom,109.517801483742,1.64729420943625,2018
Estonia,Uzbekistan,146.539,0.29900000000000004,2018
Ethiopia,Belgium-Luxembourg,2.135,0.503,2018
Ethiopia,China,45.684,10.503,2018
Ethiopia,Japan,2.931,0.607,2018
Ethiopia,Nigeria,2.0709999999999997,0.66,2018
Ethiopia,Norway,5.7620000000000005,0.789,2018
Ethiopia,Switzerland,4.114,0.33799999999999997,2018
Ethiopia,USA,109.319,19.351,2018
Ethiopia,United Kingdom,8.415,2.245,2018
Fiji,Argentina,3.6860000000000004,1.183,2018
Fiji,Australia,30.582,6.78,2018
Fiji,Chile,3.215,1.1520000000000001,2018
Fiji,"China, Hong Kong SAR",26.001271542131626,3.0543565190115327,2018
Fiji,France,1.27,0.11699999999999999,2018
Fiji,Japan,8.814,1.3619999999999999,2018
Fiji,Kiribati,12.603,3.195,2018
Fiji,New Zealand,7.41175547757254,1.632485628030115,2018
Fiji,Samoa,4.479,0.33,2018
Fiji,Singapore,16.049,2.056,2018
Fiji,Tonga,57.525,17.401,2018
Fiji,Tuvalu,3.7039999999999997,0.945,2018
Fiji,USA,4.092,0.7020000000000001,2018
Fiji,Vanuatu,9.652999999999999,3.0460000000000003,2018
Fiji,Viet Nam,918.672,6.0,2018
Finland,Afghanistan,1.7180000000000002,0.203,2018
Finland,Belarus,11.478,0.032,2018
Finland,Belgium-Luxembourg,5.68103184412629,1.248176199785466,2018
Finland,China,33.573,14.868,2018
